route length: 3645.23739


scan:
Total: 516.95944093048
59,68
74,80
93,82
82,64
98,44
94,27
100,10
84,2
65,13
73,42
54,36
36,27
41,2
21,17
1,4
1,23
2,41
25,45
29,70
4,67
4,91
28,91
56,93


result:
65,13
73,42
54,36
84,2
100,10
94,27
98,44
82,64
93,82
74,80
59,68
56,93
28,91
29,70
4,91
4,67
25,45
2,41
1,23
1,4
21,17
36,27
41,2

